College Name,Course,Caste,Gender,Rank Range,Cutoff Marks
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,60910-60911,60911
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,112267-112268,112268
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,111993-111994,111994
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,94759-94760,94760
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,84538-84539,84539
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,70067-70068,70068
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,ST,Male,47771-47772,47772
INSTITUTE OF AERONAUTICAL ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,68141-68142,68142
INSTITUTE OF AERONAUTICAL ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,65028-65029,65029
INSTITUTE OF AERONAUTICAL ENGINEERING,CIVIL ENGINEERING,ST,Male,54115-54116,54116
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,52432-52433,52433
INSTITUTE OF AERONAUTICAL ENGINEERING,AERONAUTICAL ENGINEERING,ST,Male,48451-48452,48452
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,47321-47322,47322
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,42488-42489,42489
INSTITUTE OF AERONAUTICAL ENGINEERING,MECHANICAL ENGINEERING,ST,Male,41678-41679,41679
INSTITUTE OF AERONAUTICAL ENGINEERING,INFORMATION TECHNOLOGY,ST,Male,38026-38027,38027
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,ST,Male,25581-25582,25582
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,ST,Male,17862-17863,17863
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,ST,Male,120316-120317,120317
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,120296-120297,120297
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,ST,Male,120291-120292,120292
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMPUTER ENGINEERING,ST,Male,119764-119765,119765
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ST,Male,112723-112724,112724
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,110346-110347,110347
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,ST,Male,83650-83651,83651
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,ST,Male,71024-71025,71025
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,64748-64749,64749
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MINING ENGINEERING,ST,Male,52508-52509,52509
J N T U COLLEGE OF ENGINEERING SULTANPUR,B. PHARMACY (M.P.C. STREAM),ST,Male,120890-120891,120891
J N T U COLLEGE OF ENGINEERING SULTANPUR,MECHANICAL ENGINEERING,ST,Male,53993-53994,53994
J N T U COLLEGE OF ENGINEERING SULTANPUR,CIVIL ENGINEERING,ST,Male,51615-51616,51616
J N T U COLLEGE OF ENGINEERING SULTANPUR,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,32230-32231,32231
J N T U COLLEGE OF ENGINEERING SULTANPUR,COMPUTER SCIENCE AND ENGINEERING,ST,Male,23269-23270,23270
JANGOAN INSTITUTE OF PHARMACEUTICAL SCIS,B. PHARMACY (M.P.C. STREAM),ST,Male,103386-103387,103387
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,ST,Male,117407-117408,117408
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,CIVIL ENGINEERING,ST,Male,105290-105291,105291
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,ST,Male,78831-78832,78832
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,62962-62963,62963
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,34283-34284,34284
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,120389-120390,120390
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,111578-111579,111579
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,COMPUTER SCIENCE AND ENGINEERING,ST,Male,110670-110671,110671
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,CIVIL ENGINEERING,ST,Male,42857-42858,42858
JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,DIGITAL TECHNIQUES FOR DESIGN AND PLANNING,ST,Male,115492-115493,115493
JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,PLANNING,ST,Male,109646-109647,109647
JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,FACILITIES AND SERVICES PLANNING,ST,Male,61008-61009,61009
JNTU COLLEGE OF ENGG HYDERABAD,METALLURGICAL ENGINEERING,ST,Male,54581-54582,54582
JNTU COLLEGE OF ENGG HYDERABAD,CHEMICAL ENGINEERING,ST,Male,44063-44064,44064
JNTU COLLEGE OF ENGG HYDERABAD,MECHANICAL ENGINEERING,ST,Male,27947-27948,27948
JNTU COLLEGE OF ENGG HYDERABAD,CIVIL ENGINEERING,ST,Male,18688-18689,18689
JNTU COLLEGE OF ENGG HYDERABAD,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,15899-15900,15900
JNTU COLLEGE OF ENGG HYDERABAD,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,10405-10406,10406
JNTU COLLEGE OF ENGG HYDERABAD,COMPUTER SCIENCE AND ENGINEERING,ST,Male,6530-6531,6531
JNTU COLLEGE OF ENGINEERING JAGITIAL,MECHANICAL ENGINEERING,ST,Male,63167-63168,63168
JNTU COLLEGE OF ENGINEERING JAGITIAL,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,35054-35055,35055
JNTU COLLEGE OF ENGINEERING JAGITIAL,INFORMATION TECHNOLOGY,ST,Male,24958-24959,24959
JNTU COLLEGE OF ENGINEERING JAGITIAL,COMPUTER SCIENCE AND ENGINEERING,ST,Male,19903-19904,19904
JNTU COLLEGE OF ENGINEERING JAGITIAL,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,19006-19007,19007
JNTU COLLEGE OF ENGINEERING RAJANNA SIRCILLA,TEXTILE TECHNOLOGY,ST,Male,119989-119990,119990
JNTU COLLEGE OF ENGINEERING RAJANNA SIRCILLA,CIVIL ENGINEERING,ST,Male,117748-117749,117749
JNTU COLLEGE OF ENGINEERING RAJANNA SIRCILLA,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,116242-116243,116243
JNTU COLLEGE OF ENGINEERING RAJANNA SIRCILLA,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,116021-116022,116022
JNTU COLLEGE OF ENGINEERING RAJANNA SIRCILLA,MECHANICAL ENGINEERING,ST,Male,115574-115575,115575
JNTU COLLEGE OF ENGINEERING RAJANNA SIRCILLA,COMPUTER SCIENCE AND ENGINEERING,ST,Male,104605-104606,104606
JNTUH COLLEGE OF ENGG MANTHANI,MECHANICAL ENGINEERING,ST,Male,120179-120180,120180
JNTUH COLLEGE OF ENGG MANTHANI,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,67468-67469,67469
JNTUH COLLEGE OF ENGG MANTHANI,MINING ENGINEERING,ST,Male,53278-53279,53279
JNTUH COLLEGE OF ENGG MANTHANI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,53254-53255,53255
JNTUH COLLEGE OF ENGG MANTHANI,CIVIL ENGINEERING,ST,Male,38927-38928,38928
JNTUH COLLEGE OF ENGG MANTHANI,COMPUTER SCIENCE AND ENGINEERING,ST,Male,32605-32606,32606
JNTUH-5 YEAR INTEGRATED MTECH SELF FINANCE,BTECH MECHANICAL WITH MTECH THERMAL ENGG,ST,Male,79082-79083,79083
JNTUH-5 YEAR INTEGRATED MTECH SELF FINANCE,BTECH MECHANICAL WITH MTECH MANUFACTURING SYSTEMS,ST,Male,34789-34790,34790
JNTUH-5 YEAR INTEGRATED MTECH SELF FINANCE,CIVIL ENGINEERING,ST,Male,30707-30708,30708
JNTUH-5 YEAR INTEGRATED MTECH SELF FINANCE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,18767-18768,18768
JNTUH-5 YEAR INTEGRATED MTECH SELF FINANCE,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,10507-10508,10508
JNTUH-5 YEAR INTEGRATED MTECH SELF FINANCE,COMPUTER SCIENCE AND ENGINEERING,ST,Male,8578-8579,8579
JOGINPALLY B R ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,120281-120282,120282
JOGINPALLY B R ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,ST,Male,115067-115068,115068
JOGINPALLY B R ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,111108-111109,111109
JOGINPALLY B R ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,ST,Male,88334-88335,88335
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,117853-117854,117854
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,110389-110390,110390
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,109112-109113,109113
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,MECHANICAL ENGINEERING,ST,Male,61127-61128,61128
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,ST,Male,61094-61095,61095
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,CIVIL ENGINEERING,ST,Male,44174-44175,44175
K U COLLEGE OF ENGG KOTHAGUDEM,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,74923-74924,74924
K U COLLEGE OF ENGG KOTHAGUDEM,COMPUTER SCIENCE AND ENGINEERING,ST,Male,35124-35125,35125
K U COLLEGE OF ENGG KOTHAGUDEM,MINING ENGINEERING,ST,Male,34713-34714,34714
K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,119589-119590,119590
K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,MINING ENGINEERING,ST,Male,96927-96928,96928
K U COLLEGE OF ENGG KOTHAGUDEM - SELF FINANCE,INFORMATION TECHNOLOGY,ST,Male,53941-53942,53942
K U COLLEGE OF PHARMACEUTICAL SCIENCES,B. PHARMACY (M.P.C. STREAM),ST,Male,73135-73136,73136
K V K COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),ST,Male,85619-85620,85620
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,CIVIL ENGINEERING,ST,Male,0-1,1
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,ST,Male,0-1,1
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,0-1,1
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,0-1,1
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,120947-120948,120948
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,MECHANICAL ENGINEERING,ST,Male,118236-118237,118237
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,CIVIL ENGINEERING,ST,Male,117635-117636,117636
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS COMMUNICATION AND INSTRUMENTATION ENGINEERING,ST,Male,64664-64665,64665
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,61882-61883,61883
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE & ENGINEERING (NETWORKS),ST,Male,46722-46723,46723
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,INFORMATION TECHNOLOGY,ST,Male,39623-39624,39624
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (IOT),ST,Male,30579-30580,30580
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,ST,Male,26922-26923,26923
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,25732-25733,25733
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,117546-117547,117547
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,CIVIL ENGINEERING,ST,Male,117541-117542,117542
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ST,Male,107100-107101,107101
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,MECHANICAL ENGINEERING,ST,Male,65679-65680,65680
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,ST,Male,65638-65639,65639
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,23815-23816,23816
KASIREDDY NARAYANAREDDY COLL ENGG RES,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,118995-118996,118996
KASIREDDY NARAYANAREDDY COLL ENGG RES,CIVIL ENGINEERING,ST,Male,117394-117395,117395
KASIREDDY NARAYANAREDDY COLL ENGG RES,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,115295-115296,115296
KASIREDDY NARAYANAREDDY COLL ENGG RES,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,105230-105231,105231
KASIREDDY NARAYANAREDDY COLL ENGG RES,MECHANICAL ENGINEERING,ST,Male,97709-97710,97710
KASIREDDY NARAYANAREDDY COLL ENGG RES,COMPUTER SCIENCE AND ENGINEERING,ST,Male,93867-93868,93868
KASIREDDY NARAYANAREDDY COLL ENGG RES,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,71741-71742,71742
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,117489-117490,117490
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,ST,Male,115604-115605,115605
KESHAV MEMORIAL INST OF TECHNOLOGY,INFORMATION TECHNOLOGY,ST,Male,41915-41916,41916
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,40390-40391,40391
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,31982-31983,31983
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,20717-20718,20718
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,120321-120322,120322
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,117788-117789,117789
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),CIVIL ENGINEERING,ST,Male,116161-116162,116162
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,94259-94260,94260
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,86557-86558,86558
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),MECHANICAL ENGINEERING,ST,Male,54891-54892,54892
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,121105-121106,121106
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,ST,Male,111109-111110,111110
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,105058-105059,105059
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,MECHANICAL ENGINEERING,ST,Male,79965-79966,79966
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,CIVIL ENGINEERING,ST,Male,50850-50851,50851
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,31279-31280,31280
KL R PHARMACY COLLEGE,B. PHARMACY (M.P.C. STREAM),ST,Male,108131-108132,108132
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,MECHANICAL ENGINEERING,ST,Male,120929-120930,120930
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,COMPUTER SCIENCE AND ENGINEERING,ST,Male,120764-120765,120765
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,CIVIL ENGINEERING,ST,Male,117458-117459,117459
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,116775-116776,116776
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,MINING ENGINEERING,ST,Male,104112-104113,104113
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,99374-99375,99375
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,CIVIL ENGINEERING,ST,Male,0-1,1
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,ST,Male,0-1,1
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,0-1,1
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,0-1,1
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,121363-121364,121364
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,120656-120657,120657
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,CIVIL ENGINEERING,ST,Male,117754-117755,117755
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,116997-116998,116998
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,88091-88092,88092
KSHATRIYA COLLEGE OF ENGINEERING,CIVIL ENGINEERING,ST,Male,104687-104688,104688
KSHATRIYA COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,ST,Male,100640-100641,100641
KSHATRIYA COLLEGE OF ENGINEERING,MECHANICAL ENGINEERING,ST,Male,98252-98253,98253
KSHATRIYA COLLEGE OF ENGINEERING,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,64646-64647,64647
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,MECHANICAL ENGINEERING,ST,Male,120988-120989,120989
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,50245-50246,50246
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,44272-44273,44273
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,29436-29437,29437
KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,CIVIL ENGINEERING,ST,Male,86561-86562,86562
KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,INFORMATION TECHNOLOGY,ST,Male,76768-76769,76769
M L R INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,121061-121062,121062
M L R INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,ST,Male,118555-118556,118556
M L R INSTITUTE OF TECHNOLOGY,AERONAUTICAL ENGINEERING,ST,Male,101165-101166,101166
M L R INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,79531-79532,79532
M L R INSTITUTE OF TECHNOLOGY,INFORMATION TECHNOLOGY,ST,Male,72147-72148,72148
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,ST,Male,70699-70700,70700
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),ST,Male,69398-69399,69399
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,51335-51336,51336
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,49904-49905,49905
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,44713-44714,44714
M L R INSTITUTE OF TECHNOLOGY,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,ST,Male,38933-38934,38934
M N R COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),ST,Male,36117-36118,36118
M V S R ENGINEERING COLLEGE (AUTONOMOUS),AUTOMOBILE ENGINEERING,ST,Male,120046-120047,120047
M V S R ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,ST,Male,116567-116568,116568
M V S R ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,ST,Male,106957-106958,106958
M V S R ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,67846-67847,67847
M V S R ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,48676-48677,48677
M V S R ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,ST,Male,28936-28937,28937
M V S R ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,ST,Male,10823-10824,10824
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,121078-121079,121079
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,ST,Male,118139-118140,118140
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,67002-67003,67003
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,CIVIL ENGINEERING,ST,Male,59047-59048,59048
MADIRA INST OF TECHNOLOGYAND SCI,B. PHARMACY (M.P.C. STREAM),ST,Male,98468-98469,98469
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,METALLURGY AND MATERIAL ENGINEERING,ST,Male,82319-82320,82320
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,CIVIL ENGINEERING,ST,Male,71749-71750,71750
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,67609-67610,67610
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,ST,Male,62465-62466,62466
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,Male,51232-51233,51233
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND BUSINESS SYSTEM,ST,Male,35831-35832,35832
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,MECHANICAL (MECHTRONICS) ENGINEERING,ST,Male,35479-35480,35480
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,INFORMATION TECHNOLOGY,ST,Male,31085-31086,31086
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ST,Male,27978-27979,27979
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),ST,Male,25759-25760,25760
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,25196-25197,25197
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,INFORMATION TECHNOLOGY,ST,Male,119558-119559,119559
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,Male,117256-117257,117257
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,CIVIL ENGINEERING,ST,Male,112774-112775,112775
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,AERONAUTICAL ENGINEERING,ST,Male,100880-100881,100881
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,ST,Male,83285-83286,83286
